Time/s,i1/A,i2/A,i3/A,i4/A,i5/A,i6/A,i7/A,i8/A
5,0.0000023378,0.00000181,-0.0000000088889,0.00000070778,-0.00000010044,0.00000062311,-0.000000089333,-0.000000089778
10,0.000000076507,0.00000048226,0.00000051689,-0.00000001934,-0.00000055496,0.00000024157,0.000000010054,1.79E-10
15,-0.00000047534,-0.00000011423,0.00000034226,0.00000057333,0.00000049248,-0.000000052008,-0.000000058455,-0.000000040818
20,0.000000022233,-0.00000066947,0.00000098722,0.00000041579,0.00000022888,-0.00000011264,-0.0000000028596,-0.000000051767
25,0.00000031923,-0.00000099347,-0.00000051823,-0.000000031965,0.00000063124,-0.0000000033091,-0.000000056161,-0.0000000016709
30,-0.00000035434,-0.0000011862,0.00000062591,0.00000067007,0.00000010656,-0.000000024028,-3.5839E-10,-0.000000032528
35,0.00000011152,-0.0000012977,0.00000022965,-0.0000004981,-0.00000014617,0.00000011821,-0.0000000034533,0.000000020661
40,0.000000046808,-0.000001338,-0.00000022701,-0.0000000064876,-0.00000016793,-0.000000019602,-0.0000000024456,-0.000000032104
45,0.00000034153,-0.0000019071,-0.00000069407,-0.00000064508,-0.00000029573,-0.00000032646,-0.000000026336,-0.000000021822
50,0.00000019569,-0.0000019149,-0.00000066153,-0.00000023388,-0.00000040858,0.00000034264,0.0000000098759,-0.0000000074954
55,-0.00000027072,-0.0000020015,-0.00000016939,-0.00000034289,0.00000016454,-0.0000002753,0.000000017189,0.000000060877
60,-0.00000047769,-0.0000023569,-0.00000040764,0.00000015789,0.00000021461,0.00000035871,0.000000018603,0.000000023296
65,-0.00000026521,-0.0000024311,-0.00000046629,-0.00000004154,0.00000019865,0.00000022167,-0.000000018882,0.00000001976
70,-0.000000033299,-0.0000024341,-0.0000014453,-0.000000061173,0.00000057064,-0.00000017941,0.000000021734,0.000000022269
75,0.00000039806,-0.0000027159,0.00000069525,0.00000033899,0.00000032859,0.00000023047,-0.000000070551,0.000000011824
80,-0.0000000011338,-0.0000026165,-0.00000021457,0.000000028942,-0.000000088491,-0.0000002477,-0.000000015735,0.0000000064232
85,-0.00000024088,-0.0000029458,0.00000015523,-0.00000070131,-0.00000068662,-0.00000014992,0.000000019179,0.0000000010679
90,-0.00000011118,-0.000003184,0.000000094643,-0.00000043176,-0.000000040781,0.00000015482,-0.0000000048074,-0.000000035243
95,-0.00000040202,-0.000003341,-0.00000083633,0.00000070758,0.00000059302,-0.00000037448,0.000000027305,-0.000000025508
100,-0.00000012341,-0.0000033968,-0.00000054768,0.00000012671,-0.00000024723,-0.00000030183,0.000000025515,-0.000000038729
105,-0.00000021535,-0.0000034015,0.00000060059,0.00000068564,0.00000020149,0.000000028781,0.000000027824,-0.000000020906
110,-0.00000011783,-0.0000035549,0.0000016185,-0.000000085627,-0.00000014983,0.00000034735,0.000000024229,0.000000025962
115,0.00000027915,-0.0000039072,0.00000032599,-0.0000004571,-0.00000097119,-0.000000058134,-0.000000048267,-0.0000000011255
120,-0.000000074404,-0.0000040383,0.0000011231,-0.00000048877,-0.000000096588,-0.000000022658,-0.000000041667,-0.0000000061691
125,0.0000004315,-0.0000044182,-0.0000004001,0.00000063935,-0.00000023003,-0.00000018023,-0.000000003971,0.0000000088313
130,0.00000091687,-0.000004087,0.0000011563,0.00000011727,0.0000005865,0.000000096162,0.000000013822,-0.0000000021244
135,0.00000067171,-0.0000047546,-0.0000020377,-0.000000015006,0.00000051299,-0.000000020493,0.00000002571,-0.000000048036
140,0.000001106,-0.0000046011,-0.000000062019,0.000000002517,-0.00000055057,-0.00000017319,0.000000022694,-0.000000019904
145,0.00000050979,-0.0000048064,0.00000016327,0.00000009984,-0.00000026616,-0.00000029393,0.000000015773,0.0000000052709
150,0.00000079303,-0.0000052206,-0.000000021796,0.00000083696,0.00000061722,-0.00000024672,-0.000000026054,0.00000001149
155,0.00000046575,-0.0000049236,0.00000042277,0.00000016389,0.00000053755,-0.00000010655,-0.0000000087858,-0.000000023248
160,0.00000059795,-0.0000054555,0.00000090698,-0.00000034938,0.00000027085,0.00000026158,-0.000000031424,-9.4283E-10
165,0.00000039962,-0.0000054863,-0.00000025918,-0.00000012285,0.00000037711,-0.00000024434,-0.00001783,0.000000043206
170,0.00000050078,-0.0000052759,0.000000064315,0.000000043481,0.00000015433,-0.0000003063,-0.000020353,0.000000019197
175,0.00000069141,-0.0000056744,0.0000011375,0.00000011962,0.000000039516,-0.0000001843,-0.000020147,-0.000018179
